acousticness,danceability,liveness,loudness,speechiness,label,x,y,name,artist
0.000907,0.612,0.37,-3.795,0.0353,2,-3.6916082313857332,0.07587119375876403,Salt,Bad Suns
0.144,0.631,0.22,-5.313,0.0281,2,-2.168261448113601,-0.005024669981257363,Gimme What You Got (Pull The Trigger),Black Daniel
0.129,0.596,0.108,-2.794,0.0855,2,-4.684531865313197,-0.11723448104518898,"The Name Game (Vocal Version) [From ""American Horror Story""]",AHS Project
0.0303,0.661,0.0849,-5.497,0.0314,2,-1.9895458614946917,0.10853227496697712,Stuck on the puzzle,Alex Turner
0.163,0.47,0.281,-5.874,0.0933,2,-1.606027943563929,0.000990861302815439,Is It Any Wonder?,Keane
0.38,0.665,0.119,-8.571,0.0524,0,1.097117357397579,-0.09165243046246933,Shnack,EBEN
0.496,0.846,0.247,-7.939,0.061,0,0.4693292131081139,-0.21960048654164552,Air of the Night (Smooth Step),Why Don't We
0.143,0.492,0.199,-7.038,0.075,0,-0.44413620475786303,0.07050358030616455,Back To Us,EBEN
0.196,0.582,0.0841,-6.051,0.0297,2,-1.4278015048564432,-0.033835577241023394,Under Pressure - Remastered 2011,Queen
0.265,0.488,0.106,-7.63,0.0401,0,0.15329762878121336,-0.030490294833233615,FEFE (feat. Nicki Minaj & Murda Beatz),6ix9ine
0.047,0.643,0.083,-6.458,0.0856,0,-1.0287811753928353,0.1372785801442682,Something Different - Feenixpawl Remix,Why Don't We
0.0527,0.442,0.0597,-4.001,0.0344,2,-3.48097249757495,0.004375877124967719,The Draw,Bastille
0.0977,0.333,0.113,-8.633,0.029,0,1.148596155336545,0.17672685796204346,"Sinner, Pt. 3",Phora
0.00898,0.612,0.172,-4.603,0.0275,2,-2.8834380306433114,0.09161970917637959,Prey,The Neighbourhood
0.106,0.553,0.154,-5.432,0.0279,2,-2.0503114228196764,0.030248843656785308,Hyde,Astrid S
0.189,0.557,0.234,-5.428,0.0825,2,-2.050828737385999,-0.04562568036247829,Down the Drain,The Fluxx
0.216,0.618,0.132,-3.323,0.05,2,-4.152277299488891,-0.17687743687203067,Slowly,Susanne Sundfør
0.0108,0.657,0.0822,-4.493,0.0321,2,-2.9932822693171053,0.08028110400223377,Monument - The Inevitable End Version,Röyksopp
0.103,0.727,0.174,-2.261,0.0664,2,-5.2193967907228975,-0.10635063016127985,Our Youth,Sonny Alven
0.00312,0.583,0.269,-5.728,0.0457,2,-1.760115206773241,0.15644537569819797,Asleep - 2008 Remaster,The Smiths
0.0353,0.664,0.0843,-6.645,0.111,0,-0.8427490309460449,0.15922675931903,Talk To Ya - Acoustic,HRVY
0.407,0.53,0.107,-6.262,0.0342,0,-1.2068656027900735,-0.2344477796598799,Never Know,Why Don't We
0.0317,0.699,0.285,-7.548,0.0487,0,0.058173633424150294,0.2200538217412988,Boomerang,Why Don't We
0.119,0.64,0.0864,-6.596,0.0706,0,-0.8875432395648201,0.07195587249893629,Something Different - B-Sights Remix,Why Don't We
0.555,0.635,0.097,-4.862,0.258,2,-2.5995234444495066,-0.439581133283033,Buzzcut Season,Lorde
0.158,0.392,0.3,-1.921,0.193,2,-5.554391116674288,-0.18047503707470505,Ten More Days,Avicii
0.406,0.72,0.18,-4.068,0.0523,2,-3.4002434882325616,-0.32290260277110877,Hurricane,MisterWives
0.0401,0.728,0.111,-5.237,0.137,2,-2.2495821997219103,0.09332678234969345,The Party Line,Belle & Sebastian
0.00864,0.583,0.0426,-4.603,0.134,2,-2.8829274356542562,0.0834424262734042,Love Me,The 1975
0.173,0.706,0.168,-6.323,0.0708,0,-1.158531445079414,0.014089697548289794,Why,Zach Herron
0.00332,0.754,0.0329,-3.177,0.0853,2,-4.308831330956718,0.027473192072475887,Holding on to You,Twenty One Pilots
0.0873,0.743,0.509,-6.375,0.0265,0,-1.1120132593508434,0.12697244546565273,Better Than New,Jeff Hodge
0.0178,0.672,0.0927,-7.045,0.0506,0,-0.4440199684897521,0.1953049899103595,Girls Like You,Maroon 5
0.467,0.836,0.0436,-13.668,0.0548,1,6.191314080090262,0.06409027802321443,Running,Nyxen
0.43,0.663,0.184,-10.87,0.032,1,3.395674893834321,-0.02892857857260267,Weightless,Nada Surf
0.00952,0.629,0.218,-5.942,0.0346,2,-1.5462317824611935,0.1583330645279198,Swim,Fickle Friends
0.505,0.556,0.28,-13.944,0.0297,1,6.470230818315291,0.04335996252423088,Hostage to the Light,Lacuna Coil
0.0544,0.701,0.7,-6.786,0.0545,0,-0.7033859903351715,0.19139308301171412,Werewolf (feat. Yoshi Flower),Quinn XCII
0.0116,0.596,0.0678,-11.97,0.037,1,4.475850950920023,0.42812821070737445,Brand New Key,Rasputina
0.431,0.484,0.151,-6.694,0.0379,0,-0.7740240665676907,-0.23679285804524922,Attention,Charlie Puth
0.802,0.684,0.0711,-9.088,0.0325,0,1.6332668880393182,-0.490220392543599,La La La La (Means I Love You),HRVY
0.254,0.495,0.395,-8.109,0.0413,0,0.6301736878596993,0.023990643588768932,Heartbroken,HRVY
0.0398,0.73,0.0818,-5.876,0.0313,2,-1.6110727224552908,0.11974792823935773,Come Back To Me,Urban Cone
0.0383,0.426,0.188,-5.293,0.296,2,-2.1918147971688193,0.09294803445122958,Summertime Sadness (Acoustic Cover) feat. Keelan Donovan,Megan Davies
0.128,0.442,0.129,-4.02,0.146,2,-3.458890756160835,-0.06262143531144054,Reunion,M83
0.00851,0.726,0.082,-2.483,0.0784,2,-5.001743222726621,-0.008244446685863596,Wolf,Tungevaag
0.0114,0.783,0.108,-6.548,0.0408,0,-0.9416870148623452,0.18405340819564556,2U (feat. Justin Bieber),David Guetta
0.0915,0.609,0.254,-9.549,0.0252,0,2.060571371878856,0.24819841865137698,The Song Of The Summer,Seven Bucks
0.0599,0.522,0.33,-3.216,0.0359,2,-4.266341615122051,-0.016922767326902028,Money,Broiler
0.0664,0.741,0.133,-7.028,0.0277,0,-0.45939376499736484,0.15162282721622322,18,One Direction
0.151,0.692,0.181,-8.627,0.0301,0,1.1419702032431047,0.14407971785822718,Lucid Dreams,Juice WRLD
0.0128,0.949,0.124,-6.472,0.0567,0,-1.0189472628429144,0.18782780191912005,Runner,Why Don't We
0.857,0.407,0.0913,-8.822,0.0355,0,1.3722794887713199,-0.5681819690536667,I Will Always Be Yours,Ben Rector
0.00324,0.582,0.223,-3.848,0.0731,2,-3.6378602195677834,0.06493943091098407,Say My Name (feat. Zyra),ODESZA
0.0151,0.637,0.0876,-5.413,0.0432,2,-2.073994833201943,0.11905959707107344,Ain't Nobody (Loves Me Better),Felix Jaehn
0.0365,0.811,0.0799,-8.214,0.0391,0,0.7234805862758211,0.2367587939797402,Eyes Closed,In Real Life
0.178,0.617,0.0822,-13.547,0.0256,1,6.058632876477354,0.33856540002176,Headhunter V1.0,Front 242
0.0256,0.606,0.117,-6.04,0.0307,2,-1.4470480595772086,0.1386499839095032,Simple Minds,Summer Heart
0.645,0.566,0.114,-4.25,0.0417,2,-3.2058164282527213,-0.5638677021289092,Heavydirtysoul,Twenty One Pilots
0.157,0.618,0.073,-3.937,0.0308,2,-3.54148722124731,-0.09380773848004327,Message Man,Twenty One Pilots
0.455,0.537,0.135,-7.174,0.0296,0,-0.29380261854256573,-0.2370284169729377,New You,Jayden Bartels
0.018,0.573,0.0928,-7.638,0.054,0,0.14910889322612567,0.21875719846210848,When Did You Know,EBEN
0.0295,0.581,0.139,-4.087,0.0981,2,-3.3976399312887944,0.044493531705030405,"Kiss, Kiss",Yeah Yeah Yeahs
0.189,0.486,0.305,-8.066,0.0337,0,0.5845885693678913,0.0796863400504414,Words I Didn't Say,Why Don't We
0.208,0.464,0.0749,-12.538,0.033,1,5.053412644050899,0.25405570718050824,Reptilia,The Strokes
0.166,0.666,0.0828,-6.188,0.0407,2,-1.2930413513487218,0.006285806310857944,The Ice Is Getting Thinner,Death Cab for Cutie
0.0338,0.663,0.082,-3.398,0.109,2,-4.086136269268402,0.007497514644389617,Black Flies,Ben Howard
0.135,0.482,0.105,-5.762,0.0607,2,-1.7186387987610356,0.010927847377274898,Cold Skin,To Kill A King
0.84,0.577,0.0772,-5.98,0.028,2,-1.4686098505543013,-0.6788238052431094,Choices,To Kill A King
0.332,0.62,0.104,-4.848,0.036,2,-2.623483214442702,-0.22264562694736043,Judge and Jury (Paul Dinletir Remix),Audiomachine
0.049,0.726,0.309,-4.165,0.0431,2,-3.3204943932952915,0.04625058016488288,The Sun,The Naked And Famous
0.196,0.578,0.083,-6.209,0.0454,2,-1.269967345737207,-0.026351388444731307,He Doesn't Know Why,Fleet Foxes
0.146,0.706,0.118,-7.237,0.0593,0,-0.24663001162423195,0.08023473366604286,Throwback,Jeff Hodge
0.332,0.738,0.279,-3.851,0.0621,2,-3.620956821321116,-0.25143698942409737,Winter,Joshua Radin
0.431,0.484,0.151,-6.694,0.0379,0,-0.7740240665676907,-0.23679285804524922,Call Me Sir (feat. Cam & Travie McCoy),Train
0.695,0.358,0.0902,-7.398,0.059,0,-0.057309913324368196,-0.47584518412394433,Go,Cody Fry
0.595,0.686,0.105,-8.322,0.0468,0,0.8583177546203288,-0.3175286274839993,I Like You,Ben Rector
0.157,0.705,0.108,-5.842,0.056,2,-1.6394948223905006,0.002744888280750697,Laughter Lines,Bastille
0.173,0.706,0.168,-6.323,0.0708,0,-1.158531445079414,0.014089697548289794,Do or Die,EBEN
0.0112,0.691,0.098,-8.161,0.145,0,0.6701006337299988,0.2574396080404239,Tonight You're Mine,EBEN
0.0183,0.894,0.0388,-4.699,0.112,2,-2.7890333346274194,0.09135692001319552,Farewell To Bucky,Alan Silvestri
0.0108,0.654,0.0768,-4.509,0.032,2,-2.977257194380812,0.08051539187079343,Never Forget,Greta Salome & Jonsi
0.00112,0.652,0.0886,-4.667,0.042,2,-2.8199273359567294,0.0985350439216758,For Now I Am Winter,Ólafur Arnalds
0.128,0.442,0.129,-4.02,0.146,2,-3.458890756160835,-0.06262143531144054,Centuries,Fall Out Boy
0.0339,0.669,0.231,-4.288,0.043,2,-3.1976070739735287,0.05899223873646614,+ 1 - Radio Edit,Martin Solveig
0.0261,0.822,0.18,-4.542,0.0314,2,-2.945288745603891,0.0815966473241664,The Night Out - A-Trak vs Martin Rework,Martin Solveig
0.0746,0.755,0.291,-2.741,0.116,2,-4.741972016326267,-0.04495442343733056,Reflections,MisterWives
0.0123,0.667,0.191,-5.715,0.0749,2,-1.773116498955949,0.14537362258063152,All I Want,Kodaline
0.0215,0.688,0.128,-4.792,0.0499,2,-2.694556175320861,0.08868876610804438,Moscow,Autoheart
0.69,0.568,0.104,-13.063,0.0274,1,5.599379439189404,-0.19433798548286232,(Get Your Kicks On) Route 66,Nat King Cole
0.985,0.684,0.118,-13.561,0.0341,1,6.10959076324945,-0.45822325700000144,Helicopter,Bloc Party
0.00701,0.578,0.257,-3.804,0.0619,2,-3.6817049401780837,0.06115590754810515,I'm Gonna Be (500 Miles),Sleeping At Last
0.246,0.595,0.264,-4.935,0.0265,2,-2.5409392866341496,-0.12281508060150036,No Light,Bonnie Dune
0.25,0.491,0.387,-7.106,0.0392,0,-0.3718179651810896,-0.02006981361294338,8 Letters - R3HAB Remix,Why Don't We
0.466,0.674,0.187,-8.204,0.0318,0,0.7342640869337412,-0.18966403406307727,Kiss You This Christmas,Why Don't We
0.605,0.331,0.192,-6.483,0.0272,0,-0.9755687232614408,-0.4239039581296836,Merry Little Christmas,Why Don't We
0.181,0.596,0.0863,-12.145,0.0255,1,4.658508973791691,0.2688937923270045,The Red,Chevelle
0.53,0.511,0.0798,-6.56,0.224,0,-0.9034999354317002,-0.34202869268271296,the remedy for a broken heart (why am I so in love),XXXTENTACION
0.199,0.84,0.0857,-7.152,0.033,0,-0.32998376316792505,0.026583389987513834,Friends,Why Don't We
0.199,0.631,0.148,-2.787,0.0332,2,-4.6886007928019335,-0.18381280807567704,Anna Sun,WALK THE MOON
0.471,0.503,0.159,-6.069,0.0296,2,-1.3966207271318112,-0.3047942291178393,Heart Out,The 1975
0.188,0.825,0.0539,-17.491,0.0326,3,9.997069607137927,0.521694162200865,Autobahn,Kraftwerk
0.213,0.733,0.0989,-6.748,0.0609,0,-0.7321045431173687,-0.009626173317772602,Find Love (feat. Dboy),Matoma
0.581,0.621,0.114,-8.211,0.0359,0,0.747296000566494,-0.3112489272935617,California,Grimes
0.277,0.771,0.682,-5.881,0.224,2,-1.5977319771779535,-0.06779198338531107,The Passenger,Iggy Pop
0.0053,0.808,0.0828,-5.43,0.07,2,-2.0588660928542,0.137301202317069,5 Years Time,Noah And The Whale
0.127,0.492,0.0523,-8.526,0.0297,0,1.042020086632013,0.14520466571919063,Good Vibes,Quintino
0.0192,0.839,0.331,-2.513,0.0329,2,-4.972988824447902,0.00442962274270014,Radioactive,MARINA
0.574,0.825,0.0726,-9.859,0.0348,0,2.3916203557576976,-0.22063733622958914,OK,Robin Schulz
0.55,0.448,0.933,-6.881,0.068,0,-0.5841789130064764,-0.2915900235551167,Personal,HRVY
0.348,0.606,0.275,-6.611,0.0277,0,-0.8622002805705338,-0.1440701064155409,Best of 2009: Whatcha’ Say / Use Somebody / Halo / I'm Yours / Just Dance / I Gotta Feeling,Anthem Lights
0.0543,0.72,0.113,-4.168,0.0322,2,-3.316499500767025,0.026653167183915003,Nothing Else Matters,Metallica
0.13,0.867,0.13,-5.892,0.0663,2,-1.592202743932423,0.04086591086297244,Free,Bonnie Dune
0.159,0.577,0.249,-5.82,0.115,2,-1.6609322524409664,0.005260160558504772,Spectrum (Say My Name) - Calvin Harris Remix,Florence + The Machine
0.114,0.5,0.139,-9.556,0.0672,0,2.0698274127702576,0.21391598340822537,Starving,Hailee Steinfeld
0.272,0.508,0.0563,-5.908,0.0628,2,-1.5664531266389876,-0.12082734243537245,Solace,iamjakehill
0.0594,0.734,0.213,-8.432,0.0557,0,0.9424294915193822,0.23066617785559812,Scars To Your Beautiful,Alessia Cara
0.669,0.642,0.18,-9.918,0.0367,0,2.4560746116033076,-0.3127509211693496,All Time Low,Jon Bellion
0.0384,0.72,0.157,-4.689,0.124,2,-2.797120695252737,0.07188889111603929,Adolescents,Incubus
0.02,0.378,0.0849,-5.576,0.075,2,-1.9089108855249668,0.11086644516983853,"I'm Alright (Theme from ""Caddyshack"")",Kenny Loggins
0.056,0.61,0.118,-4.579,0.0692,2,-2.905074536616205,0.04053490927002539,Greenpath,Christopher Larkin
0.0678,0.604,0.127,-3.673,0.103,2,-3.8095357639735212,-0.012879217670804487,Drive Away (End Title),Thomas Newman
0.0057,0.485,0.0842,-3.192,0.0423,2,-4.291694933584764,0.01682566374906859,Let's Go (feat. Ne-Yo),Calvin Harris
0.138,0.552,0.143,-6.759,0.145,0,-0.7234445455699315,0.06229239211508391,Blow,Yves V
0.386,0.688,0.0862,-5.814,0.0493,2,-1.6565568756861648,-0.2289022181523951,Sober,Childish Gambino
0.566,0.5,0.11,-6.535,0.0377,0,-0.9265308826708786,-0.38086074525195146,Professional Lovers,Jared Lee
0.000688,0.602,0.0682,-4.831,0.0593,2,-2.655685929075731,0.10335892009981285,"U Know What's Up (feat. Lisa ""Left Eye"" Lopes)",Donell Jones
0.039,0.673,0.341,-3.632,0.158,2,-3.8532185171018423,0.03320163980734613,Numb / Encore,JAY-Z
0.346,0.778,0.132,-7.273,0.0489,0,-0.2019509478855114,-0.11313236150335942,All The Stars (with SZA),Kendrick Lamar
0.74,0.484,0.118,-7.784,0.0341,0,0.3292832135280869,-0.4953791924760148,Heartline,Craig David
0.323,0.56,0.161,-3.862,0.0379,2,-3.6085118237952596,-0.25867780114626404,Ghost,Mystery Skulls
0.51,0.516,0.125,-14.061,0.0514,1,6.5881633750496,0.03147540145234165,Against You,Lacuna Coil
0.0183,0.508,0.0732,-6.205,0.0386,2,-1.2816471535781493,0.14639554211121183,One Less Day (Dying Young),Rob Thomas
0.0745,0.687,0.0924,-7.923,0.0423,0,0.4355277668875476,0.18072628242183067,Can't Feel My Face,The Weeknd
0.0104,0.441,0.123,-6.411,0.0305,0,-1.0758730703933963,0.16441736096166457,Heal,Tom Odell
0.209,0.563,0.132,-4.571,0.0276,2,-2.905537341086474,-0.11395583735747909,Rock Lobster,The B-52's
0.255,0.63,0.181,-4.592,0.0544,2,-2.8831641452890526,-0.15179337240946109,134340,BTS
0.269,0.64,0.101,-4.08,0.0379,2,-3.3937085720375295,-0.19543004134960107,Blue Monday - 2016 Remaster,New Order
0.872,0.656,0.114,-10.572,0.0293,1,3.1189372848006376,-0.48819680080495004,My Night Sky,Rasputina
0.0567,0.524,0.134,-5.494,0.0405,2,-1.990397584191018,0.0797644907115399,You've Got The Love,Florence + The Machine
0.044,0.666,0.128,-5.177,0.0404,2,-2.308750200489757,0.08328879238767699,American Horror Story Theme (Long Version),AHS Project
0.000189,0.652,0.0889,-4.829,0.0309,2,-2.6581379933406084,0.10690677737979237,Of The Night,Bastille
0.335,0.685,0.214,-11.623,0.0299,1,4.143114798584749,0.10416116271374269,Banquet,Bloc Party
0.363,0.593,0.102,-6.12,0.0339,2,-1.3512454778010274,-0.19493924099029922,Lily's Theme,Alexandre Desplat
0.257,0.671,0.0481,-18.064,0.0323,3,10.57389813688158,0.47282363757753376,Silver Spoon,BTS
0.038,0.738,0.183,-4.374,0.0855,2,-3.1119617530854033,0.05937194559376939,Maybe Tonight,Bonnie Dune
0.0805,0.792,0.0852,-5.212,0.0693,2,-2.272990815075758,0.051646641094030686,Save That Shit,Lil Peep
0.0243,0.646,0.0888,-6.763,0.031,0,-0.7251469896187814,0.1737592371722713,What About Love,Anthem Lights
0.572,0.416,0.105,-3.784,0.0949,2,-3.67354129928713,-0.5194199733607052,Prayers for Rain - 2010 Remaster,The Cure
0.00937,0.472,0.0764,-4.389,0.0334,2,-3.095729403297172,0.06827131014212341,Supermassive Black Hole,Muse
0.247,0.475,0.125,-6.646,0.0346,0,-0.8303859098683802,-0.05825512891494052,Sexy Bitch (feat. Akon) - Extended,David Guetta
0.0811,0.571,0.361,-3.382,0.1,2,-4.10013743643299,-0.024625248365983243,Cars,Gary Numan
0.109,0.73,0.0657,-5.672,0.0369,2,-1.8115661219654575,0.040225707233829226,Drive,Assemblage 23
0.00389,0.743,0.304,-5.337,0.0382,2,-2.152032825328155,0.14665910583836617,Fade To Black,Metallica
0.835,0.609,0.28,-9.828,0.438,0,2.3732342734115206,-0.46896491293290776,Fuck You,CeeLo Green
0.0797,0.654,0.299,-3.669,0.045,2,-3.8138927993767058,-0.011517347325871287,IN MY REMAINS,Linkin Park
0.9,0.481,0.123,-10.848,0.0424,1,3.397284677741684,-0.5098732301164646,Head Under Water,Flyleaf
0.0339,0.687,0.164,-8.453,0.0522,0,0.962770001740726,0.25139927478262714,Alive,Dannic
0.146,0.568,0.343,-7.316,0.0894,0,-0.16744548343620513,0.09451372353720737,Alarm,Anne-Marie
0.00249,0.714,0.298,-5.239,0.0259,2,-2.249715528292972,0.14149924645552803,Burning in the Skies,Linkin Park
0.95,0.688,0.115,-11.064,0.0872,1,3.6136742608624357,-0.5400738045539477,We Sink,Of Monsters and Men
0.225,0.551,0.224,-5.828,0.0594,2,-1.6494828141106679,-0.0640191863715606,When They Come for Me,Linkin Park
0.208,0.659,0.123,-4.79,0.148,2,-2.6877498105654993,-0.0967979239065285,Waiting for the End,Linkin Park
0.0358,0.717,0.126,-6.019,0.0521,2,-1.4685023806068547,0.13344044980026465,Blackout,Linkin Park
0.132,0.59,0.0846,-4.901,0.0614,2,-2.5796031148938683,-0.02334048833310981,Iridescent,Linkin Park
0.0342,0.432,0.14,-5.053,0.062,2,-2.4312649731505864,0.07816188793001935,The Messenger,Linkin Park
0.9,0.481,0.123,-10.848,0.0424,1,3.397284677741684,-0.5098732301164646,Aqualung,Jethro Tull
0.0819,0.525,0.0971,-6.185,0.0619,2,-1.2989123914886578,0.0850521898821918,Come with Me Now,KONGOS
